full date,Item name,all
2022.06.10 10:06,cacao,"Seok-ryeol Yoon = Gun-hee Kim = Deutsche Motors E Jam said that the stock price would open at the age of 5,000."
2022.06.10 10:08,cacao,Leftists bought a lot of KAKAO hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha I hope Yoon Seok-yeol arrests Kim Bum-soo and beats him more
2022.06.10 10:12,cacao,why the hell are you
2022.06.10 10:13,cacao,"81,400 won to sell and buy a house is broken, is it now?"
2022.06.10 10:13,cacao,3 months ago... The price was 10 million won... Oh... ..it keeps getting smashed here..
2022.06.10 10:15,cacao,"When it comes to the 7th, it will be heavenly. When is it coming?"
2022.06.10 10:18,cacao,"Come down 50,000 won for shell stock, keep your mouth wide open"
2022.06.10 10:19,cacao,Isn't this Yoon Seok-yeol's theme week??
2022.06.10 10:24,cacao,"Even if you invest more at 85,000 won, Korean stocks are just a deposit and withdrawal account, and it seems to be at the bottom of 60,000 or 50,000."
2022.06.10 10:39,cacao,Share price management
2022.06.10 10:42,cacao,Conversion to purchase of annuity payments outside of stable supply and demand
2022.06.10 10:45,cacao,The Yoon government should investigate KAKAO first. How much money did you bring into the octopus-style public offering? It's not even a favor
2022.06.10 10:46,cacao,[Reply to deleted post] Losing 3 sheets ㆍㅠ What~~ I'm losing 800 right now
2022.06.10 10:47,cacao,Today's koraji yakbohap~ keke I'm just a testimonial lol
2022.06.10 10:48,cacao,Ah -45% TT
2022.06.10 10:48,cacao,"Let's go up quickly for a disability like today Naver is first, KAKAO is second. On a day like today, let's go up quickly."
2022.06.10 10:48,cacao,Why do you think this is going up? Is the foreign community excluded from the growth sector? Are you biting yourself thinking that it will rise someday? The main culprit who ate the holding company's KOSPI
2022.06.10 10:50,cacao,When do you think Morgan will run away this time? This afternoon? Next monday?
2022.06.10 10:52,cacao,"At this point, KAKAO feels like it's not Morgan, so the guy with money is the boss who takes it down, raises it, sells it, reports the profit."
2022.06.10 10:52,cacao,God please give me a big taffy!!!!
2022.06.10 10:53,cacao,"If I go to Oman, I'll give you water. Let's catch this little dog. Eat it. Singer Kim Bum-soo is good at singing. I miss you, I miss you."
2022.06.10 10:58,cacao,"I've been beaten up a lot all year round Do something, these guys!!"
2022.06.10 11:01,cacao,"Today's closing price is likely to be 80,400-80,600 won, China's CPI fell from the previous month"
2022.06.10 11:08,cacao,"This is the famous low back breaker, Kiki Oguma, the top tycoon in Zlater."
2022.06.10 11:14,cacao,[Reply to deleted post] Losing 3 sheets ㆍㅠ I'm losing 20 million won
2022.06.10 11:14,cacao,I don't know that Korean stocks are foreigners' ATM's because of the long-term investors' atm.
2022.06.10 11:14,cacao,When is the 11 million won coming? It's hard to escape.
2022.06.10 11:15,cacao,Jeolla-do
2022.06.10 11:15,cacao,"The bottom I expect is possible until the early 70's keke Until then, I'm not getting water. I'm preparing cash."
2022.06.10 11:16,cacao,"Let's think objectively. Will the current government treat KAKAO, which benefited from the Moon government? Interest rates continue to rise in the future, is it an appropriate environment for high-value KAKAO to invest in the dream of investment and growth? The history of making small business difficult and selling away by the heads.. Can the octopus-style expansion be able to gain strength in a situation where it is now being sanctioned????? Turn it into regret that you were bitten, and think objectively without thinking that you will survive unconditionally. I'm writing from a 3rd party perspective."
2022.06.10 11:17,cacao,Just close the door - It's over 50% and I'm not impressed anymore. I hit it every day. I recognized it when I hit KAKAO Pay in the back of the head.
2022.06.10 11:18,cacao,"The biggest mistake of my life to buy KAKAO, the best choice this year, I lost KAKAO for 96,000 won ㅠㅠ"
2022.06.10 11:29,cacao,"Fair price Estimated fair price 45,000 - Community growth buff - Kim Beom check listed selling brand - Holding company = 2.5-30 thousand"
2022.06.10 11:33,cacao,Stocks around the world have no choice but to go down due to U.S. austerity right now
2022.06.10 11:34,cacao,"Fair price 30,000 won Typical octopus foot company"
2022.06.10 11:35,cacao,"Wake up to 80, fighting haha"
2022.06.10 11:40,cacao,KAKAO is the most garbage in my life to have met you!
2022.06.10 11:42,cacao,"Ah~~ If you press the nuclear test button once.—It's 50,000 squares.—When is the time to get on the water?? The sense of pressing the nuclear button once on a day like today. ㅡ Isn't there Jeongeun??"
2022.06.10 11:43,cacao,"When the low of 80,000 collapses, I am prepared to pour out for sale."
2022.06.10 11:46,cacao,"Does the short sale go up by 300,000 shares? Short sale boycott campaigns should be carried out to protect my assets"
2022.06.10 11:47,cacao,"Kiwoom's top buying today? No, why? Oh testimony."
2022.06.10 11:48,cacao,It is not strange that KAKAO is a global decline due to US austerity. goes down.
2022.06.10 11:54,cacao,Wow dog shit wow hahaha
2022.06.10 11:56,cacao,"Shang. You catch me in the middle of a mess ㅡㅡ Oh, I’m hot"
2022.06.10 11:57,cacao,"Today's plaster cpi announcement plummeted and the monthly gap of 70,000 won immediately started?"
2022.06.10 11:57,cacao,"If KAKAO disappears, do alleyways live?? It's just funny. Song Young-gil. KAKAO, which kills alleyways, will not be overlooked. kekekekekekekekekekekekekekekekekekekekekekekekekeuta stationery market, traditional markets, hypermarkets, taxi companies, call taxi companies with Colby, surrogate drivers, delivery drivers in delivery apps, motels and lodging businesses in lodging apps, A courier is a courier company. . . . . . KAKAO = Alley commercial area Even thinking about it now, it's just funny."
2022.06.10 12:03,cacao,"Fair price 10,000 won Before Corona, KAKAO game KAKAO Pay Bank was 30,000 won when everyone was together, so now they are all listed separately."
2022.06.10 12:05,cacao,"Foreign hyungs also come and go, let's go up quickly, let's go up quickly On a day like today we have to go up unconditionally Let's go up"
2022.06.10 12:06,cacao,"Crazy Fat Cao Split Listing, a rare opener"
2022.06.10 12:07,cacao,"I'm making a crazy double bottom,,,,,,,,,,,"
2022.06.10 12:10,cacao,"The promise of Lee Jae-myung was abolished, but what if Yoon Seok-yeol was stamped and whined here? hold on"
2022.06.10 12:18,cacao,"Hey, it feels good I lost my tears, but I am so happy to see them fall"
2022.06.10 12:22,cacao,"Youngdu-ya ~~~~~~~Maybe it's good, I've never been right with what you said haha"
2022.06.10 12:24,cacao,Even though Lee Jae-myung's promise was to abolish the short sale.
2022.06.10 12:36,cacao,John Lee...ㅣㅇ Tell me something soon~~Your recommendation!! samsung. dog kao. Naver....Shiba and Tanga~ What do you think??? Is there no change???
2022.06.10 12:43,cacao,Sudden due to the decline in the small commodity index on the Monday US stock market?
2022.06.10 12:43,cacao,Tool Woman Damju Double Shooting Go and get on board
2022.06.10 12:48,cacao,"20,000 won before corona spin-off Corona 80,000 won bubble wizard after company spin-off?"
2022.06.10 12:54,cacao,"At the beginning of May, I risked my life on the 8th and sold it from 13 to 8.4, and sold it at 8.7 on Friday. Lina.... Don't know anything?"
2022.06.10 12:54,cacao,Congrats on Chilcao~ Fall of the bubble Growth stock without growth... Still expensive per
2022.06.10 12:54,cacao,"No, I was bitten by 838. Do you think it will take a long time to go back? To be honest, I think 70,000 is going to go unconditionally."
2022.06.10 12:57,cacao,"It's the words of a company without development hahahahahahahahahahahahahad the market monopoly, but does it make sense to say that there is no development? I earnestly hope that it will go bankrupt soon. Korean IT companies cannot develop because they are left-leaning. Just watch Blizzard."
2022.06.10 13:04,cacao,"I feel sorry for the 80,000 defenders."
2022.06.10 13:04,cacao,"All the stocks of Jeollachi are dying. They did a lot less damage during the catastrophe regime. Soon 80,000 will break."
2022.06.10 13:05,cacao,"What is it lol I can't make up my mind for the seventh one Beomsu It's still 400,000 won, but the company is running out. Expensive Grandpa Cherry Blossoms today as collateral for stock keke Hungry people do what they're doing since they wake up 15 These kids need to rest for one or two more years."
2022.06.10 13:08,cacao,"Even if someone raises a tiger shaggy at home, it will bite less than this."
2022.06.10 13:11,cacao,More than 5 times the number of purchases has been installed ㅜㅜ
2022.06.10 13:11,cacao,"20,000 won Five years ago, it was 20,000 won. I ate a lot too."
2022.06.10 13:12,cacao,"From this time onwards, the motherfuckers have their mouths. KAKAO isn't the problem, KAKAO and those fucking sheep** are more of a problem Sheep** Birds* If you don't have money to buy stock, keep your mouth shut."
2022.06.10 13:13,cacao,How much did you raise during the 5 years of the Moon administration? Let's do an internal investigation on this and punish the co-conspirators of the octopus.
2022.06.10 13:19,cacao,"This stock won't work hard until the first half of next year. The Fed rate hike and economic downturn, and as a result, the Dow Jones Industrial Average will collapse at the 30,000 mark. 20 trillion won has been lost to this and finance. Pastor Lee Jong-guk is an ant right now. Wait patiently."
2022.06.10 13:20,cacao,"If 80,000 won is broken, a catastrophe will occur."
2022.06.10 13:21,cacao,"Is it stocks or gambling? A person like me who sorted all of this out of 110,000 won in March this year would have gotten cancer if he hadn't sold it now."
2022.06.10 13:24,cacao,"For those who bought it for 150,000 won, it doesn't matter whether it's 80,000 won or 70,000 won ㅇㅇㅇㅇㅇ"
2022.06.10 13:25,cacao,Replying to @James_Channel
2022.06.10 13:25,cacao,"If you hit a second low and rebound, it will rise a lot. We need to check how important this 80,000 won is!"
2022.06.10 13:27,cacao,I made one similar to a text message and sent it to a lot of people~~~ I get punished!!
2022.06.10 13:28,cacao,"Let's petition Geon-Hee Kim to do it like Deuts Motors. Ms. Geon-Hee Kim is good at inflating her academic career, manipulating stock prices, real estate development, etc., so let's petition Deuts Motors to do it just once. Even though I became the first lady, wouldn't this petition be heard?? If you put a prince on the palm of your hand and make a wish to the evil spirits trusted by sorcerers, shamans, and fortune tellers, and if that doesn't work, the chairman of Deuts Motors and the chairman of Sambu Engineering & Construction, etc."
2022.06.10 13:29,cacao,"I'm curious, but why buy it?? If I just buy it, it seems like it will go up from then on? Do you have a buying addiction that you can't stand if you don't buy even for a day? I'm curious."
2022.06.10 13:30,cacao,"Change of position (when 80,000 won is broken) Stop loss near 80,000 won 75,000 won Buy 80,000 won 1st sell"
2022.06.10 13:30,cacao,"Just before KAKAO collapses hehe 70,000 kagao will soon be poured out in huge quantities."
2022.06.10 13:31,cacao,"You want to see 70,000 KAKAO go, but it's hard because there are so many KAKAO short-selling sherry haha I can't see foreign organizations making money."
2022.06.10 13:32,cacao,Playing Ants ^^ Watch Playing Ants on YouTube
2022.06.10 13:32,cacao,What are the management of this company doing? Is it ㅇㅇ?
2022.06.10 13:32,cacao,go
2022.06.10 13:32,cacao,"When you say something nice, let's climb quickly"
2022.06.10 13:34,cacao,"Seven million kekekao will soon break out of the bottom kekekekekekekeo the end of the spin-off subsidiary listing, etc."
2022.06.10 13:34,cacao,"I'm going to wake up to 80,000~~ It looks like I'm going to wake up ㅇㅇㅇ Shadle"
2022.06.10 13:35,cacao,Cherry hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha
2022.06.10 13:35,cacao,"In 5 years, Korean Air stocks are from the future and will go down in stages haha"
2022.06.10 13:36,cacao,"80,000 are still holding on, KAKAO, that's great"
2022.06.10 13:37,cacao,"There is no place to go down, there is no place to go other than ascent~"
2022.06.10 13:37,cacao,"On the expiry date, a force is coming that pretends to keep the previous low, and the individual supply and demand is more intense."
2022.06.10 13:39,cacao,Short selling sucks! Short selling bastard!
2022.06.10 13:41,cacao,"The last support amount haha? Collapsing awake, I ate the back of the ants and the stock price went down haha"
2022.06.10 13:41,cacao,"I think someone is going to sell 100,000 shares at a time, but you see the end today."
2022.06.10 13:41,cacao,"Just wake up, you guys, you know how to play with numbers in the Korean stock market."
2022.06.10 13:41,cacao,"wrote a warning for ShillaJen for 300,000 won, I was cursed for being a beginner, I wrote a warning for KAKAO for 170,000 won I was treated as a discord user hahaha When I went to ShillaJen for 300,000 won, a warning message saying that if I bought ShillaJen, a loss-making company, there would be money left even after taking over both Korea Air and Asiana. I used to write, but I heard a stock rookie sound, and when KAKAO hit the peak of 170,000 won... When there's a party here... It's a ridiculous price, and I wrote a warning that it was risky to change it to Daishin Securities, but I was treated as a troubled user. I've been making profits for years... Besides, I've been making profits with stocks this year too."
2022.06.10 13:41,cacao,Gmande Neuchamp
2022.06.10 13:41,cacao,If the figure 8 is broken~~ I can't!!
2022.06.10 13:42,cacao,"Protect 80000, gentlemen, protect it even if you sell it. I canceled golf with my friends this week and bought a few more sports. The rating is 81,000, but the real 80,000 won should be kept, shareholders!"
2022.06.10 13:43,cacao,"Sooner or later, I can't do my best until the first half of next year. Most predicted that the Fed rate hike and economic downturn would cause the Dow Jones 30,000 level to collapse. American businessmen also judged the stagflation concerns and the national economic recession, and the current stock market , 20 trillion won has been lost to finance. Pastor Lee Jong-guk is an ant. Wait patiently."
2022.06.10 13:44,cacao,"Don't get too hung up on the figure 8. When it goes down, it soars, and when it goes down, it rises. An individual investor's greatest weapon is time. Pay attention and work hard"
2022.06.10 13:44,cacao,"400,000 won before a fraction of the price lol"
2022.06.10 13:44,cacao,"80,000 won test If I go to test the low one more time, it will break through.. Haha I'm on the last move with 80,110,000 shares"
2022.06.10 13:45,cacao,"Look at the short sale volume for 3 days in a row, the short sale volume will be 100%."
2022.06.10 13:45,cacao,"I'm going to break 8 million won lol I'm going to open my mouth at 60,000 won!!"
2022.06.10 13:45,cacao,How are you guys??? The spicy taste of stock. So they just do housework and take care of their husbands... It's not something anyone does. Stocks are ^^ This week's brunch appointment with Minseo Mom starts by canceling it.
2022.06.10 13:45,cacao,"I too, who came in 8.2, is shivering, but it must be really difficult to go above the 10th floor."
2022.06.10 13:46,cacao,Is this also stock?
2022.06.10 13:47,cacao,There are no more things to sell. No more people to sell. Let's go up quickly.
2022.06.10 13:48,cacao,"Clumsy, unwritten amateurs are driving the country into a pit and the people on a cliff?"
2022.06.10 13:49,cacao,Go ahead and run away. The Nakdong River support line is collapsing.
2022.06.10 13:49,cacao,"That's right, Mr. Kao, you're only 3,000."
2022.06.10 13:50,cacao,"Is this the country? The oil price has exceeded 2,000 won. Stocks are blue lights one after another, and house prices are also on the decline. Is this because of a disaster?"
2022.06.10 13:52,cacao,It starts on the 7th floor of Damju. Let's take a look at the last 8th floor today.
2022.06.10 13:52,cacao,"If the closing price of 80,000 won today breaks 80,000, it goes straight to 60,000"
2022.06.10 13:55,cacao,"KAKAO is over, the far-flung dog bastard is ruined, and I am also a dog man..."
2022.06.10 13:56,cacao,"uh, don't push"
2022.06.10 13:58,cacao,"KAKAO Crisis~ Convertible bonds issued last year of $300 million can be exercised in October Put option can be exercised It is difficult to raise the conversion price to 95,000, so it becomes a target for a short sale, but also its subsidiaries Pay and Bank are self-destructing~ Is there only one corner to trust? After the 80,000 collapse, KAKAO, which has to bet luck on Kagem's new work, has announced the future investment direction (metaverse/nft, etc.) The closing price, which is dominated by concerns over business feasibility, is expected to close at 79,900-800 won by the short selling force."
2022.06.10 13:58,cacao,There is no more quantity to sell. Let's go up. There is nothing more to sell. Let's quickly push to the upper limit and go up.
2022.06.10 13:59,cacao,"You can't break 80,000 won! It's amazing. Stop the exchange rate."
2022.06.10 14:00,cacao,"I'm thinking of throwing that 120,000 shares at a time haha There's no buying force under that, so it's going to fall."
2022.06.10 14:00,cacao,Breaking news..Young-doo Yoo..KAKAO is coming out..You're shy? Next year will be great...
2022.06.10 14:01,cacao,"Don't buy it, I'm too lazy to make a single hit, so I'm banned from buying"
2022.06.10 14:01,cacao,A company that is famous for chewing on the alley business area while receiving the final disaster buff of a split-listed company... A company that is famous for being devoured after split-listing... It's being evaluated properly in a downtrend... 52 weeks low ㅋ
2022.06.10 14:02,cacao,Guanparaara
2022.06.10 14:05,cacao,"As soon as 80,000 breaks, there will be an organ sale"
2022.06.10 14:07,cacao,Losing all year.. the price is the lowest in 52 weeks. There is also a cafe.. Beom-soo.. This is not a good thing. All shareholders are dying.
2022.06.10 14:08,cacao,"Buy 79,900 won just before 80,000 break"
2022.06.10 14:08,cacao,KAKAO Goodbye
2022.06.10 14:12,cacao,"Just a little bit more Young tea Young tea Pakuro Young tea Young tea 70,000 just before arrival"
2022.06.10 14:20,cacao,"From the standpoint of the short sale, I will use all my numbers to break 80,000 and come out on sale. What is the company doing? Where the hell is Bum Soo-rang and what is he doing? The cafe makes 1/3 of it."
2022.06.10 14:21,cacao,There is no more quantity to sell. Let's go up. Let's go up quickly.
2022.06.10 14:22,cacao,"I've been watching for almost 6 months.. In the end, there is no end to the stop loss.. I endured 6 months to the end and watched.. In the end, yesterday's closing price is dropping again today."
2022.06.10 14:22,cacao,"The split listed stock KAKAO employees who are easy to play with, did the executives and bastards know what kind of bastards they were and speculate on them? Thanks to the Democratic Party, KAKAO was listed in a pile. The scumbag interest groups should play with it. You have to be a permanent loser... Do you know what kind of business and what kind of business do you speculate? Biting, sucking, and packing in the final episode, why did they do that? I don't know that you went to work to suck up your seed money. You were beaten by Noh Hong-cheol and others. OOOs, did you ever analyze trends in the news board saying that you sucked the Democratic Party like that? Gaber and night music KAKAO News Washing the laundry and chicken heads made him a drunken president So the republic of your dreams is complete, and the fact that the first lady is stock manipulation and things that aren't investigated protect your money."
2022.06.10 14:24,cacao,Elliot wave 67000 Ohm until September
2022.06.10 14:28,cacao,"Beomsu, I can't do this. Let's make a location tracking weapon."
2022.06.10 14:30,cacao,I still want to beat the 35 trillion lol lol
2022.06.10 14:32,cacao,"The position of a miscellaneous stock, which has neither growth nor value, is just to earn. Is there any more growth with all sorts of divisions? So, is it worth making good money? Are you good at exporting things that help the country and its people? (News manipulative as a gay) Investing precious money in these miscellaneous things?? Do you pay dividends? Save money even now.. If you don't have the skills to manipulate stock prices like Julie did, and you don't have a track record, throw them away."
2022.06.10 14:35,cacao,"Where is the end of the chase?? The average unit price has dropped a lot during the chase, but the loss has reached 30%."
2022.06.10 14:39,cacao,"Today's closing price is 81,300 won. Today's first target is 81,300 won. Today will surely pass. Hold on unconditionally and wait for the closing price. It goes up from Monday. It keeps flying."
2022.06.10 14:44,cacao,"If it was a Nasdaq listed stock, I would have paid at least 1/2, but the kimchi premium is good."
2022.06.10 14:45,cacao,KAKAOKAKAO Group week One day at a time On the way to Narak Today is Kameng Monday is KAKAO game Tuesday KAKAO pay goes well
2022.06.10 14:54,cacao,"Tightening tightening☞Rising interest rates☞Reducing risky assets☞Inflation suppression☞Investment asset (stock, real estate price decline) entering a phase of reduction"
2022.06.10 15:00,cacao,Are you coming to the 14th floor? he
2022.06.10 15:08,cacao,194 Kakasojinebal companies
2022.06.10 15:15,cacao,"Foreigners call-op buy 14 contracts, Weekly and Mini put put options."
2022.06.10 15:19,cacao,"Today is the beginning of the second heyday. Put it in. I'll go for 200,000 won."
2022.06.10 15:21,cacao,"It goes up to the 60,000 won range... Everyone hold on tight~~ 100 won when going up... 3,500 won falling down hotly when going down..."
2022.06.10 15:23,cacao,Closing the closing price Haha I have to get rid of the same price as well. This is the biggest problem.
2022.06.10 15:24,cacao,"KAKAO, who misleads public opinion on the portal, must be destroyed"
2022.06.10 15:26,cacao,"Closing price 80,000 won"
2022.06.10 15:26,cacao,"Wolbong Wolbong is terrible.. 60 line 57,000 won.. 120 line 30,000 won. It is difficult to conclude that the price will come down to that level."
2022.06.10 15:34,cacao,Closing price? What else is the 400 won minuger?
2022.06.10 15:34,cacao,Did you say that only 80 will come? Hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha
2022.06.10 15:36,cacao,"Yerai KAKAO 15th floor, it's in the late 120,000s now. It's a stock I don't want to look at even twice, but it has a civil war in it."
2022.06.10 15:39,cacao,"190,000 shares in the last simultaneous issue ㅋㅋ That's not too much of a joke~ Today's daily trading volume is 1.4 million, but at the last minute alone, 196,000 shares lol"
2022.06.10 15:41,cacao,Overview Madanha Short Sale. Dropped the highest amount of institutional volume
2022.06.10 15:44,cacao,"Breaking news 80200 10,000 shares are coming~"
2022.06.10 15:46,cacao,"Individuals, stop disappearing, is there only KAKAO in the world?"
2022.06.10 15:46,cacao,"8,1200 won after hours What's going on?"
2022.06.10 15:47,cacao,The overview is--OOO
2022.06.10 15:48,cacao,Overtime 81200 Won
2022.06.10 15:54,cacao,"I think I'll have to go to the 8,1200 won hospital after hours."
2022.06.10 16:01,cacao,It's skyrocketing after hours.
2022.06.10 16:02,cacao,"JPMorgan hasn't sold yet, so it looks like it's going to be flashing on Monday or Tuesday and passing the stock."
2022.06.10 16:02,cacao,"Don't make a startling dogfight, you guys."
2022.06.10 16:03,cacao,I'm going crazy.
2022.06.10 16:04,cacao,"Oh shit, 8 million didn't wake up"
2022.06.10 16:05,cacao,■■ China index is soaring over 1% ■■Nihao~ China ^^
2022.06.10 16:06,cacao,"Yoon Tong-nim, please put the accusation that we won't stand still if a large company in Korea is listed. Until now... Due to the duplicate listing of a large company.. Only ant shareholders are struggling."
2022.06.10 16:16,cacao,"I think it would be better to wait and see rather than the expected price of 70,000 won on Monday."
2022.06.10 16:19,cacao,The stock market is so unstable. I think it will drop to 6. The rating is 8.9.
2022.06.10 16:19,cacao,institution
2022.06.10 16:36,cacao,"50,000 won seems like a fair price, but the stock that went up non-face-to-face last year thanks to the Democratic Party due to the Corona virus is now listed as a business split, so there is a lot left."
2022.06.10 16:36,cacao,"To be honest, I don't think the 6th one will come... Waiting for it and buying it in installments at the beginning of 70,000 won"
2022.06.10 16:42,cacao,"What about cherry-broadcasting, Norman Jewish capital?"
2022.06.10 16:46,cacao,Things you don't know whether it will go up or down. Anti-wheels that talk 365 days a year. The only anti-wheels that worry about losing my money every day. ^^;; Thank you. . . . . Haha it's embarrassing. Hahahahahahahahahahahahahahahaha Things that may rise or fall on Monday. Part-time comment losers~ Are you eating?
2022.06.10 17:02,cacao,"The stock price fluctuates, but these stock options are perfect."
2022.06.10 17:03,cacao,Monday's votes go up b No go up q votes
2022.06.10 17:06,cacao,"If the stock price is still high, considering the optical illusion effect, Lee Joo-sik is a normal stock in the 50,000 won range.... Wait until the fifth character"
2022.06.10 17:06,cacao,Should I go with a 20-week holding medium and long fight? Did people above the 10th floor care?
2022.06.10 17:08,cacao,"Gaekao Gathers Employee Opinions The Metaverse work system, which KAKAO ambitiously introduced, was revised after many controversies. The company announced an innovative working system on the 30th of last month with the goal of implementing it in July, but it was eventually self-reinforcing amid criticism that it was not 'employee monitoring'. KAKAO announced through an internal notice on the 8th that it would change the working method of the metaverse work system, voice channel connection and offline meeting once a week, from 'compulsory' to 'recommended'. It was also decided to reduce the intensive working hours (core time) by one hour. The previous intensive work hours were from 1 pm to 5 pm, but this time it has been changed to 2 pm to 5 pm. Earlier, on the 30th of last month, KAKAO announced the metaverse work system that allows people to work regardless of location. By connecting to the voice channel (Discord) in real time, it was conducted 4 days a week and face-to-face meetings were held on the other day. The company emphasized that it could be connected to a voice channel in real time and communicate with colleagues. CEO Nam Goong-hoon also emphasized, ""The metaverse work system centered on connection will help crews work efficiently and support them so that they can be established as a culture that penetrates the KAKAO community."" After the announcement of the metaverse working system, it faced harsh criticism from employees. It is argued that the system is a work system characteristic of the past Panopticon (a circular prison designed to manage a large number of prisoners with a small number of watchers). It is pointed out that the method of accessing Discord and leaving the speaker on for 8 hours or wearing bone conduction earphones is excessive. CEO Nam Goong-hoon hastily set out to fix it. On the 31st of last month, he said, ""After testing for a certain period of time, employees will decide whether to use the voice communication tool through direct voting by organizational unit or functional unit."" This decision is interpreted as a result of accepting such internal opinions. A KAKAO official said, ""Only the 'ground rule', which is the working rule, has been changed. In addition, it is reported that the introduction of a nolgeum (non-working Friday) system is being considered. The nolgeum system will be introduced every other week and will be applied from the 1st of next month if implemented. The introduction of an in-house restaurant is also under discussion. As the prices around Pangyo are high, the employees are looking for a restaurant. A KAKAO official said, ""The implementation of the in-house restaurant system is expected to be decided while observing the trend after the introduction of the metaverse work system."" Far from rising stock prices, it's too late to quit comedy, whether it's an internal division that would be a bad news, so do it right from now on. it's boring"
2022.06.10 17:10,cacao,"Let's go down to 79,900 won after hours!"
2022.06.10 17:24,cacao,Another split??? Kakao Talk and Kikao chat rooms are separated. The descendants are clear.
2022.06.10 17:40,cacao,"What will change if you keep 8 million won? I'm definitely going to watch the 7 in the dam week. I see it as meaningless support. Of course, the world isn't falling apart just by seeing the 7th one, but it just takes time to get back up to the 8th. The downward trend is now inevitable. As for the stock market, there is no justification for KAKAO to rise again. Until then, only time is the answer. Closet Mode!!!"
2022.06.10 17:42,cacao,Kakao 3-piece set is slowly stepping on me. I'm very worried about how much more I will step on in the future. uhh
2022.06.10 18:01,cacao,Oh Falcao that's great haha It's your money so what haha
2022.06.10 18:14,cacao,"Beomsu-hyung, where are you going tomorrow? Nice shot~~"
2022.06.10 18:15,cacao,"Seriously, this company needs to be boycotted."
2022.06.10 18:24,cacao,hope North Korea conducts a nuclear test on Saturday.
2022.06.10 18:54,cacao,This trash stock Tsuzuka
2022.06.10 18:59,cacao,Grandpa won't live long... Soon the members may turn around and fight a sword
2022.06.10 19:03,cacao,We'll be on the 7th floor soon... Let's clear our minds.
2022.06.10 19:42,cacao,"If the 80,000 won support line is broken, the next resistance is 54,000 won."
2022.06.10 19:45,cacao,"I want to die, I'm just an ordinary office worker. Most of the money I saved now belongs to KAKAO.. The average price is about 100,000 won, but it's handed down about 300 weeks. But every day is painful ㅠㅠ Is it right to stop losing... I think it will go below 80,000 next week"
2022.06.10 19:56,cacao,"●●● Expected Borrower·As a KAKAO shareholder, is it difficult to face a reversal in the 61●●● true rise? The bear is undergoing the longest correction after the longest rise in history. However, after breaking the 80,000 mark, a major change will take place starting on Tuesday and Wednesday. I want big tech, just keep that in mind. Isn't the current equivalent price of 400,000 won? Let's do our best a little bit more cheering ―Since I wrote an article on other stocks as a stockholder― To summarize the global stock market in a nutshell, cpi stagflation big tech raw materials Here, there are countless bad news pouring in from the US, China, the US, and Russia, right? What could be bad news? When inflation is triggered by supply chain collapse, the game ends when interest rates are touched, financially weak countries stumble, and one collapses. It's not, it's not, it's terribly dried up. Tired of this situation, the ants go looking for a theme. What's simple? The trading volume has exploded, the chart is pretty, what benefit is it, or what is being developed? Doesn't your account grow easily? Now, hold on or rest for a while. However, if you cover this horrendous decline now, it will change its phase. I am not a god, but that is the picture. The honey event will change the direction of the water starting from Tuesday and Wednesday. My index matches well. Next year is also expected, but I'm already talking about it."
2022.06.10 19:59,cacao,"No~ It's natural for the freighter to strike. Why? Diesel price 2,000 won era Transportation cost 20 years ago Large car repair cost Basic 1 million won Accessory price is expensive .. 60% of oil price if the sales are 1,200 100 Investing more than 200 million won in net profit of 250 million won?? If there is a problem with the truck market in Korea, there are many brokerage agencies like scammers who pay a lot of fees and put in garbage calls.. The paper payment system is a custom from the Japanese colonial era, but even now, large corporations are using it as an expectation. By the way.. The system is said to be good for the company, but if the paper payment system is not good from the management's point of view and there is not much profit left, would you like to use the paper payment system? I'm sure the company will turn to the salary-based drivers earlier ㅋㅋ The strike of the cargo union can never be resolved."
2022.06.10 20:01,cacao,Happy weekend condolences are coming in coolly. Blame my finger for clicking the wrong button~
2022.06.10 20:11,cacao,"When it comes down to 50,000 won, you can hear the tune."
2022.06.10 20:55,cacao,KAKAO Kim Bum-soo's special Kim Eo-jun resemblance.
2022.06.10 21:44,cacao,The price before liquid is 400.500 won. Is it cheap?
2022.06.10 21:46,cacao,Good luck on Monday. D ? Dami Cook Futures plunge
2022.06.10 21:48,cacao,CPI came out higher than expected Monday's KAKAO plunged Cpi came out of 8.6. Monday's growth stocks are over.
2022.06.10 21:57,cacao,KAKAO is the best haha
2022.06.10 21:57,cacao,Stock traders~ hahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahahaha
2022.06.10 22:01,cacao,"I've been wary of tapering since May of last year, but are you still doing stocks? They're great gangsters."
2022.06.10 22:03,cacao,"Don't think about the week below, just take a break from stocks for a while and start a bear market. It's not fun and it's just stressful."
2022.06.10 22:04,cacao,The stocks during the crash of non-future futures also dropped.
2022.06.10 22:13,cacao,"If it comes to 20,000 won, I want to buy a week with 20,000 won and fight"
